	label	body_text
3186	ham	X2  &lt;#&gt; . Are you going to get that
3187	ham	Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
3188	spam	UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
3189	ham	Is ur paper today in e morn or aft?
3190	ham	I will lick up every drop :) are you ready to use your mouth as well?
3191	ham	And you! Will expect you whenever you text! Hope all goes well tomo 
3192	ham	Great. P diddy is my neighbor and comes for toothpaste every morning
3193	ham	I av a new number,  . Wil u only use this one,ta.
3194	ham	So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
3195	ham	7 lor... Change 2 suntec... Wat time u coming?
3196	ham	No de.am seeing in online shop so that i asked.
3197	ham	Just curious because my cuz asked what I was up to
3198	ham	Nice.nice.how is it working?
3199	ham	Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
3200	ham	Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
3201	ham	She's good. How are you. Where r u working now
3202	ham	Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home
3203	ham	At home also.
3204	ham	This phone has the weirdest auto correct.
3205	ham	Oops my phone died and I didn't even know. Yeah I like it better.
3206	ham	Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
3207	ham	She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
3208	ham	OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx
3209	ham	We got a divorce. Lol. She.s here
3210	ham	What's ur pin?
3211	ham	Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?
3212	ham	I want snow. It's just freezing and windy.
3213	spam	URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
3214	ham	Come to mahal bus stop.. &lt;DECIMAL&gt;
3215	ham	Don know:)this week i'm going to tirunelvai da.
3216	ham	Me too baby! I promise to treat you well! I bet you will take good care of me...
3217	ham	Its like that hotel dusk game i think. You solve puzzles in a area thing
3218	spam	Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180
3219	ham	Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !
3220	ham	Well that must be a pain to catch
3221	ham	Sorry da thangam.it's my mistake.
3222	ham	I need... Coz i never go before 
3223	ham	Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....
3224	ham	Wife.how she knew the time of murder exactly
3225	spam	SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info
3226	spam	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
3227	ham	I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?
3228	ham	No plm i will come da. On the way.
3229	ham	Guess he wants alone time. We could just show up and watch when they do..
3230	ham	Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
3231	ham	Yup ü not comin :-(
3232	ham	Yes, princess. Toledo.
3233	ham	Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me
3234	ham	Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
3235	ham	Good. No swimsuit allowed :)
3236	ham	Am okay. Will soon be over. All the best
3237	ham	"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
3238	ham	Ok i've sent u da latest version of da project.
3239	ham	Good Morning my Dear........... Have a great &amp; successful day.
3240	ham	Pls accept me for one day. Or am begging you change the number.
3241	ham	Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
3242	ham	Its ok, if anybody asks abt me, u tel them..:-P
3243	ham	Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens
3244	ham	* You gonna ring this weekend or wot?
3245	ham	Also track down any lighters you can find
3246	ham	Sorry, I can't help you on this.
3247	ham	Babe, I need your advice
3248	ham	I‘ll leave around four, ok?
3249	ham	Come to medical college at 7pm ......forward it da
3250	ham	K:)k..its good:)when are you going?
3251	ham	I can make lasagna for you... vodka...
3252	ham	HI ITS KATE CAN U GIVE ME A RING ASAP XXX
3253	ham	Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
3254	ham	No, but you told me you were going, before you got drunk!
3255	ham	He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
3256	spam	Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate
3257	ham	I'm always looking for an excuse to be in the city.
3258	ham	Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
3259	ham	O shore are you takin the bus
3260	ham	So u gonna get deus ex?
3261	ham	I will send them to your email. Do you mind  &lt;#&gt;  times per night?
3262	spam	44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
3263	ham	tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
3264	ham	Ok then i come n pick u at engin?
3265	ham	Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
3266	ham	Raviyog Peripherals bhayandar east
3267	ham	K actually can you guys meet me at the sunoco on howard? It should be right on the way
3268	spam	You have 1 new voicemail. Please call 08719181513.
3269	ham	MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night
3270	ham	Just finished eating. Got u a plate. NOT leftovers this time.
3271	ham	Thanx a lot...
3272	ham	Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
3273	ham	Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
3274	ham	Its a great day. Do have yourself a beautiful one.
3275	ham	What happened in interview?
3276	ham	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
3277	ham	Badrith is only for chennai:)i will surely pick for us:)no competition for him.
3278	ham	I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
3279	ham	Hey you around? I've got enough for a half + the ten I owe you
3280	ham	Hey tmr maybe can meet you at yck
3281	ham	ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
3282	ham	They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
3283	ham	Not to worry. I'm sure you'll get it.
3284	ham	The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard
3285	spam	Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p 
3286	spam	Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
3287	ham	My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
3288	ham	"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
3289	ham	Dear good morning how you feeling dear
3290	ham	A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
3291	ham	Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)
3292	ham	Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
3293	ham	Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
3294	spam	Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
3295	spam	This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
3296	ham	Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
3297	ham	Just do what ever is easier for you
3298	spam	RCT' THNQ Adrian for U text. Rgds Vatian
3299	ham	Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
3300	ham	It'll be tough, but I'll do what I have to
3301	ham	IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
3302	ham	Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
3303	ham	HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
3304	ham	Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!
3305	ham	But i'm surprised she still can guess right lor...
3306	ham	Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
3307	ham	Oh ho. Is this the first time u use these type of words
3308	ham	HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
3309	ham	I know you are serving. I mean what are you doing now.
3310	ham	Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...
3311	ham	Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
3312	spam	FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com
3313	ham	I know girls always safe and selfish know i got it pa. Thank you. good night.
3314	ham	No worries, hope photo shoot went well. have a spiffing fun at workage. 
3315	ham	I'm freezing and craving ice. Fml
3316	ham	Kay... Since we are out already 
3317	ham	Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
3318	ham	Yo im right by yo work
3319	ham	Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
3320	ham	She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
3321	ham	I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
3322	ham	Nope... Juz off from work...
3323	ham	Huh so fast... Dat means u havent finished painting?
3324	ham	 what number do u live at? Is it 11?
3325	ham	No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore
3326	ham	Sac will score big hundred.he is set batsman:-)
3327	ham	Send me yetty's number pls.
3328	ham	How much it will cost approx . Per month.
3329	ham	Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
3330	spam	You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P
3331	ham	That's fine, have him give me a call if he knows what he wants or has any questions
3332	ham	Sorry, got a late start, we're on the way
3333	ham	Then u go back urself lor...
3334	ham	I AM AT THE GAS STATION. GO THERE.
3335	ham	K, if u bored up just come to my home..
3336	ham	Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
3337	ham	Like I made him throw up when we were smoking in our friend's car one time, it was awesome
3338	ham	Still i have not checked it da. . .
3339	ham	You will go to walmart. I.ll stay.
3340	ham	I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too
3341	ham	Oh great. I.ll disturb him more so that we can talk.
3342	ham	Reverse is cheating. That is not mathematics.
3343	ham	U're welcome... Caught u using broken english again...
3344	ham	No problem baby. Is this is a good time to talk? I called and left a message.
3345	ham	Sorry, I'll call later
3346	ham	Oh is it! Which brand?
3347	ham	Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
3348	ham	At what time are you coming.
3349	ham	Call him and say you not coming today ok and tell them not to fool me like this ok
3350	ham	I emailed yifeng my part oredi.. Can ü get it fr him..
3351	ham	R u sure they'll understand that! Wine * good idea just had a slurp!
3352	ham	Minimum walk is 3miles a day.
3353	ham	Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
3354	ham	Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..
3355	ham	I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
3356	spam	Sorry I missed your call let's talk when you have the time. I'm on 07090201529
3357	ham	Please attend the phone:)
3358	ham	You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
3359	ham	No messages on her phone. I'm holding it now
3360	ham	Can... I'm free...
3361	ham	Yo my trip got postponed, you still stocked up?
3362	ham	Sorry, I'll call later
3363	ham	I am waiting for your call sir.
3364	ham	Hey what are you doing. Y no reply pa..
3365	ham	Hey elaine, is today's meeting still on?
3366	ham	Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
3367	ham	Most of the tiime when i don't let you hug me it's so i don't break into tears.
3368	ham	Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
3369	ham	And now electricity just went out fml.
3370	ham	Looks like you found something to do other than smoke, great job!
3371	ham	Also andros ice etc etc
3372	ham	:) 
3373	ham	Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea
3374	ham	Yup. Wun believe wat? U really neva c e msg i sent shuhui?
3375	ham	Hows that watch resizing
3376	ham	Dear umma she called me now :-)
3377	ham	Just finished. Missing you plenty
3378	spam	complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+
3379	ham	Well, I meant as opposed to my drunken night of before
3380	ham	K... Must book a not huh? so going for yoga basic on sunday?
3381	spam	FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
3382	ham	Ok can...
3383	ham	Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x
3384	ham	So u workin overtime nigpun?
3385	ham	Same as kallis dismissial in 2nd test:-).
3386	ham	O. Guess they both got screwd
3387	spam	Please CALL 08712402972 immediately as there is an urgent message waiting for you
3388	ham	I'm in a meeting, call me later at
3389	ham	What r u cooking me for dinner?
3390	ham	Ok thanx...
3391	ham	Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
3392	ham	Then i buy.
3393	spam	URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
3394	ham	Heehee that was so funny tho
3395	ham	It only does simple arithmetic not percentages.
3396	ham	Yeah we wouldn't leave for an hour at least, how's 4 sound?
3397	spam	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
3398	ham	Thanks honey. Have a great day.
3399	ham	"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
3400	ham	Good night my dear.. Sleepwell&amp;Take care
3401	ham	Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
3402	ham	Jus chillaxin, what up
3403	ham	HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
3404	ham	"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
3405	spam	Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
3406	ham	Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! 
3407	ham	Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
3408	ham	Only once then after ill obey all yours.
3409	ham	No she didnt. I will search online and let you know.
3410	ham	Where do you need to go to get it?
3411	ham	No pic. Please re-send.
3412	ham	He remains a bro amongst bros
3413	ham	Uhhhhrmm isnt having tb test bad when youre sick
3414	ham	But i haf enuff space got like 4 mb...
3415	spam	LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
3416	spam	Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
3417	spam	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470
3418	spam	Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
3419	spam	Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
3420	spam	Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
3421	spam	Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
3422	ham	True. Its easier with her here.
3423	ham	Sure but since my parents will be working on Tuesday I don't really need a cover story
3424	ham	Haha okay... Today weekend leh... 
3425	ham	Hi darlin did youPhone me? Im atHome if youwanna chat.
3426	ham	I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
3427	ham	You've always been the brainy one.
3428	ham	Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
3429	spam	Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
3430	ham	Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...
3431	ham	Sending you greetings of joy and happiness. Do have a gr8 evening
3432	ham	Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
3433	ham	If india win or level series means this is record:)
3434	ham	Then what about further plan?
3435	ham	Its good to hear from you
3436	ham	awesome, how do I deal with the gate? Charles told me last night but, uh, yeah
3437	ham	What time you thinkin of goin?
3438	spam	Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
3439	spam	Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
3440	ham	Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
3441	ham	Yes but I don't care cause I know its there!
3442	ham	"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
3443	ham	Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... 
3444	ham	Sitting ard nothing to do lor. U leh busy w work?
3445	ham	Its  &lt;#&gt; k here oh. Should i send home for sale.
3446	ham	Sorry. || mail? || 
3447	ham	Ya just telling abt tht incident..
3448	ham	Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
3449	ham	Ugh just got outta class
3450	ham	Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna
3451	ham	I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
3452	ham	No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
3453	ham	Ok. I.ll do you right later.
3454	ham	Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
3455	ham	Have your lunch and come quickly and open the door:)
3456	spam	Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
3457	ham	I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
3458	ham	K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...
3459	spam	Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
3460	ham	i am seeking a lady in the street and a freak in the sheets. Is that you?
3461	ham	My phone
3462	ham	Haha figures, well I found the piece and priscilla's bowl
3463	ham	Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though
3464	spam	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
3465	ham	yay! finally lol. i missed our cinema trip last week :-(
3466	ham	All day working day:)except saturday and sunday..
3467	ham	aathi..where are you dear..
3468	ham	Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
3469	ham	I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.
3470	ham	You getting back any time soon?
3471	ham	, how's things? Just a quick question.
3472	ham	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng
3473	ham	I can probably come by, everybody's done around  &lt;#&gt;  right?
3474	ham	I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
3475	ham	I can ask around but there's not a lot in terms of mids up here
3476	ham	Be sure to check your yahoo email. We sent photos yesterday
3477	ham	What was she looking for?
3478	ham	Wherre's my boytoy ? :-(
3479	spam	Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
3480	ham	Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*
3481	ham	Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
3482	ham	No:-)i got rumour that you going to buy apartment in chennai:-)
3483	ham	Yeah, probably earlier than that
3484	ham	Change windows logoff sound..
3485	ham	Still i have not checked it da. . .
3486	ham	I'm also came to room.
3487	ham	Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
3488	ham	Ok.
3489	ham	I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
3490	ham	Cool, text me when you head out
3491	spam	You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P
3492	spam	Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text
3493	ham	Happy birthday... May u find ur prince charming soon n dun work too hard...
3494	ham	Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served
3495	ham	You said to me before i went back to bed that you can't sleep for anything.
3496	ham	I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
3497	spam	Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
3498	ham	says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
3499	ham	I will come to ur home now
3500	ham	Free any day but i finish at 6 on mon n thurs...
3501	ham	Will you be here for food
3502	ham	life alle mone,eppolum oru pole allalo
3503	ham	Nite...
3504	ham	"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
3505	ham	Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! 
3506	ham	Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
3507	ham	I just saw ron burgundy captaining a party boat so yeah
3508	ham	I'm serious. You are in the money base
3509	ham	Already one guy loving you:-.
3510	ham	Staff of placement training in Amrita college.
3511	ham	I always chat with you. In fact i need money can you raise me?
3512	ham	I'm job profile seems like bpo..
3513	ham	Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?
3514	ham	So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.
3515	ham	Are you willing to go for apps class.
3516	ham	Hanging out with my brother and his family
3517	ham	No it will reach by 9 only. She telling she will be there. I dont know
3518	ham	Hey... are you going to quit soon? Xuhui and i working till end of the month 
3519	ham	Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx
3520	ham	Try neva mate!!
3521	ham	Yeah that'd pretty much be the best case scenario
3522	ham	I not free today i haf 2 pick my parents up tonite...
3523	ham	HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X
3524	ham	Should i send you naughty pix? :)
3525	spam	You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE
3526	spam	Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!
3527	ham	Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?
3528	ham	Prepare to be pounded every night...
3529	ham	Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.
3530	ham	Sorry, I'll call later
3531	ham	Good evening! How are you?
3532	ham	I'm at home. Please call
3533	ham	Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
3534	ham	Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*
3535	ham	We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
3536	ham	What happen dear. Why you silent. I am tensed
3537	ham	I'll get there at 3, unless you guys want me to come some time sooner
3538	ham	If you are not coughing then its nothing
