body_text,body_len,punct%
Okie...,7,42.9
Keep my payasam there if rinu brings,30,0.0
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,41,7.3
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",135,2.1999999999999997
Saw Guys and Dolls last night with Patrick Swayze it was great,51,0.0
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,93,1.0999999999999999
So when do you wanna gym?,20,5.0
Ard 6 like dat lor.,15,6.7
Oh ho. Is this the first time u use these type of words,43,2.3
FreeMsg>FAV XMAS TONES!Reply REAL,30,6.7
I surely dont forgot to come:)i will always be in touch in with you:-),57,8.799999999999999
Huh but i cant go 2 ur house empty handed right?,38,2.6
Just glad to be talking to you.,25,4.0
Im just wondering what your doing right now?,37,2.7
Yep then is fine 7.30 or 8.30 for ice age.,33,9.1
Surly ill give it to you:-) while coming to review.,42,9.5
That is wondarfull song,20,0.0
Still chance there. If you search hard you will get it..let have a try :),59,8.5
I'll be late...,13,30.8
I know you are serving. I mean what are you doing now.,43,4.7
They r giving a second chance to rahul dengra.,38,2.6
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",85,5.8999999999999995
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",74,4.1000000000000005
network operator. The service is free. For T & C's visit 80488.biz,55,9.1
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,70,7.1
No did you check? I got his detailed message now,39,2.6
"Playin space poker, u?",19,10.5
Mm umma ask vava also to come tell him can play later together,50,0.0
I wanna watch that movie,20,0.0
What should i eat fo lunch senor,26,0.0
I am in a marriage function,22,0.0
With my sis lor... We juz watched italian job.,38,10.5
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",76,6.6000000000000005
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",67,7.5
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,98,4.1000000000000005
Yes. that will be fine. Love you. Be safe.,34,11.799999999999999
Is ur paper today in e morn or aft?,27,3.6999999999999997
Dont put your phone on silent mode ok,30,0.0
"sry can't talk on phone, with parents",31,6.5
No i am not having not any movies in my laptop,36,0.0
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,124,7.3
What's nannys address?,20,10.0
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",88,5.7
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",99,1.0
soon you will have the real thing princess! Do i make you wet? :),52,7.7
Where @,6,16.7
"Goodmorning, today i am late for 1hr.",31,6.5
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,112,1.7999999999999998
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,190,3.2
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",87,16.1
I'm in town now so i'll jus take mrt down later.,38,7.9
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",216,8.799999999999999
Hello! Good week? Fancy a drink or something later?,43,7.000000000000001
Must come later.. I normally bathe him in da afternoon mah..,50,8.0
Well good morning mr . Hows london treatin' ya treacle?,46,6.5
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",74,10.8
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,67,7.5
Give one miss from that number please,31,0.0
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,53,9.4
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,127,2.4
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",69,4.3
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",137,4.3999999999999995
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,128,2.3
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,105,7.6
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,135,2.1999999999999997
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,126,5.6000000000000005
LOL ... Have you made plans for new years?,34,11.799999999999999
"Just making dinner, you ?",21,9.5
U should have made an appointment,28,0.0
I can do that! I want to please you both inside and outside the bedroom...,60,6.7
"Don't worry, * is easy once have ingredients!",38,10.5
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,53,5.7
Hi its in durban are you still on this number,36,0.0
Thts god's gift for birds as humans hav some natural gift frm god..,55,5.5
K.k:)advance happy pongal.,24,16.7
Haha okay... Today weekend leh... ,29,20.7
"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",100,2.0
En chikku nange bakra msg kalstiya..then had tea/coffee?,49,8.200000000000001
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",126,10.299999999999999
Ill be at yours in about 3 mins but look out for me,39,0.0
Eh den sat u book e kb liao huh...,26,11.5
Yeah imma come over cause jay wants to do some drugs,42,0.0
Cab is available.they pick up and drop at door steps.,44,4.5
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,133,2.3
Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,88,2.3
Mum ask ü to buy food home...,23,13.0
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",98,5.1
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),56,8.9
Mm you ask him to come its enough :-),29,10.299999999999999
What pa tell me.. I went to bath:-),28,17.9
Thanks love. But am i doing torch or bold.,34,5.8999999999999995
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,97,6.2
When did you get to the library,25,0.0
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,80,11.3
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",119,8.4
Ok cool. See ya then.,17,11.799999999999999
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",63,4.8
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,101,15.8
Life style garments account no please.,33,3.0
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",114,8.799999999999999
Then wat r u doing now? Busy wif work?,30,6.7
K still are you loving me.,21,4.8
So i asked how's anthony. Dad. And your bf,34,8.799999999999999
"Sounds good, keep me posted",23,4.3
What is your record for one night? :),30,10.0
Eh u send wrongly lar...,20,15.0
Fine if thats the way u feel. Thats the way its gota b,44,2.3
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,111,4.5
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,102,4.9
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,126,2.4
Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,90,14.399999999999999
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",131,3.8
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,91,7.7
Bring home some Wendy =D,20,5.0
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",96,12.5
"Cool, what time you think you can get here?",35,5.7
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,102,3.9
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",131,9.9
Home so we can always chat,21,0.0
I donno its in your genes or something,31,0.0
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",147,5.4
Ugh fuck it I'm resubbing to eve,26,3.8
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,190,4.7
"I'm back, lemme know when you're ready",32,9.4
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",120,12.5
Mm yes dear look how i am hugging you both. :-P,37,8.1
"Awesome, think we can get an 8th at usf some time tonight?",47,4.3
Actually I decided I was too hungry so I haven't left yet :V,48,4.2
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,130,3.1
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,114,7.9
Ard 530 lor. I ok then message ü lor.,29,6.9
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",70,4.3
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,135,3.0
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",77,6.5
Having lunch:)you are not in online?why?,35,11.4
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,115,4.3
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,70,2.9000000000000004
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,119,9.2
CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,114,3.5000000000000004
"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",131,6.1
What makes you most happy?,22,4.5
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,116,4.3
"What will we do in the shower, baby?",29,6.9
Good morning princess! Have a great day!,34,5.8999999999999995
"Merry Christmas to you too babe, i love ya *kisses*",42,7.1
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",125,4.8
Yeah I can still give you a ride,25,0.0
It's ok lar. U sleep early too... Nite...,34,23.5
Does she usually take fifteen fucking minutes to respond to a yes or no question,66,0.0
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",117,8.5
Dont worry. I guess he's busy.,25,12.0
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",79,7.6
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",131,5.3
"Hiya, had a good day? Have you spoken to since the weekend?",48,6.2
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,123,4.9
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,88,3.4000000000000004
I've not sent it. He can send me.,26,11.5
Ok i've sent u da latest version of da project.,38,5.3
How did you find out in a way that didn't include all of these details,56,1.7999999999999998
K k :-):-) then watch some films.,27,25.900000000000002
I need details about that online job.,31,3.2
2/2 146tf150p,12,8.3
Yes.he have good crickiting mind,28,3.5999999999999996
Pandy joined 4w technologies today.he got job..,41,7.3
Love that holiday Monday feeling even if I have to go to the dentists in an hour,64,0.0
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,79,35.4
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",124,4.0
Hi dear we saw dear. We both are happy. Where you my battery is low,53,3.8
Love you aathi..love u lot..,24,16.7
"Nah I don't think he goes to usf, he lives around here though",49,4.1000000000000005
Does daddy have a bb now.,20,5.0
I re-met alex nichols from middle school and it turns out he's dealing!,59,5.1
Thats cool. I want to please you...,29,13.8
"Aight I'll grab something to eat too, text me when you're back at mu",55,5.5
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,108,3.6999999999999997
O we cant see if we can join denis and mina? Or does denis want alone time,58,1.7000000000000002
Nope... C ü then...,16,37.5
"It‘s £6 to get in, is that ok?",23,8.7
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,58,8.6
"No I'm good for the movie, is it ok if I leave in an hourish?",47,6.4
Many times we lose our best ones bcoz we are ,35,0.0
I am great! How are you?,19,10.5
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,119,1.7000000000000002
Ok...,5,60.0
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",48,6.2
You have 1 new message. Please call 08712400200.,41,4.9
It is a good thing I'm now getting the connection to bw,44,2.3
Okay. I've seen it. So i should pick it on friday?,40,10.0
"I shall book chez jules for half eight, if that's ok with you?",50,6.0
So lets make it saturday or monday as per convenience.,45,2.1999999999999997
"K, I'll work something out",22,9.1
Easy ah?sen got selected means its good..,35,8.6
Beerage?,8,12.5
Speak only when you feel your words are better than the silence... Gud mrng:-),65,9.2
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,134,19.400000000000002
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,79,2.5
No de. But call me after some time. Ill tell you k,39,5.1
how tall are you princess?,22,4.5
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,43,0.0
"Lol, oh you got a friend for the dog ?",29,6.9
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,108,2.8000000000000003
Near kalainar tv office.thenampet,30,3.3000000000000003
Yes :)it completely in out of form:)clark also utter waste.,50,10.0
Its sunny in california. The weather's just cool,41,4.9
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,121,6.6000000000000005
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",85,4.7
Oh thanks a lot..i already bought 2 eggs ..,35,11.4
She doesnt need any test.,21,4.8
"Better than bb. If he wont use it, his wife will or them doctor",50,4.0
"Awesome, I'll see you in a bit",24,8.3
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),165,7.9
Thats cool. i am a gentleman and will treat you with dignity and respect.,60,3.3000000000000003
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),178,2.8000000000000003
Love it! I want to flood that pretty pussy with cum...,44,9.1
Please da call me any mistake from my side sorry da. Pls da goto doctor.,58,3.4000000000000004
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",175,6.3
Pete can you please ring meive hardly gotany credit,43,0.0
I though we shd go out n have some fun so bar in town or something – sound ok?,60,1.7000000000000002
Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,116,4.3
"Aight, text me tonight and we'll see what's up",38,7.9
"Oh fine, I'll be by tonight",22,9.1
Shall i send that exe to your mail id.,30,3.3000000000000003
For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,93,4.3
Two teams waiting for some players,29,0.0
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,84,3.5999999999999996
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,156,10.9
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",130,5.4
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,54,7.3999999999999995
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",121,8.3
"K, want us to come by now?",20,10.0
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,109,2.8000000000000003
Ok. No wahala. Just remember that a friend in need ...,44,11.4
Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,164,4.3
"Sorry, I'll call later",19,10.5
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",128,8.6
Here got lots of hair dresser fr china.,32,3.1
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",111,7.199999999999999
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,127,6.3
Where are you ? You said you would be here when I woke ... :-(,48,14.6
Waiting in e car 4 my mum lor. U leh? Reach home already?,45,6.7
"Aight, you close by or still down around alex's place?",45,6.7
Its too late:)but its k.wish you the same.,35,11.4
You know what hook up means right?,28,3.5999999999999996
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,123,4.9
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",120,7.5
"That's very rude, you on campus?",27,11.1
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,136,2.1999999999999997
I cant pick the phone right now. Pls send a message,41,2.4
It's ok i wun b angry. Msg u aft i come home tonight.,41,7.3
645,3,0.0
Ok c ü then.,9,11.1
Aah bless! How's your arm?,22,13.600000000000001
Yes we are chatting too.,20,5.0
it's really getting me down just hanging around.,41,4.9
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",134,6.0
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",108,10.2
What's up. Do you want me to come online?,33,9.1
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,130,3.8
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,69,4.3
Cps is causing the outages to conserve energy.,39,2.6
K:)k.are you in college?,21,19.0
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,110,2.7
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",78,5.1
"Cool, I'll text you in a few",22,9.1
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",99,13.100000000000001
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,56,16.1
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",58,13.8
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,99,2.0
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",80,5.0
How r ü going to send it to me?,23,4.3
Sry da..jst nw only i came to home..,29,13.8
"Yo, you at jp and hungry like a mofo?",29,6.9
Are you up for the challenge? I know i am :),34,8.799999999999999
"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",73,5.5
So wat's da decision?,18,11.1
Black shirt n blue jeans... I thk i c ü...,33,18.2
Oh wow thats gay. Will firmware update help,36,2.8000000000000003
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",464,12.7
Why do you ask princess?,20,5.0
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",122,5.7
That seems unnecessarily hostile,29,0.0
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,98,3.1
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,88,4.5
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,128,2.3
I had it already..sabarish asked me to go..,36,11.1
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,103,3.9
Yunny i'm walking in citylink now ü faster come down... Me very hungry...,61,11.5
No b4 Thursday,12,0.0
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,120,4.2
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,91,27.500000000000004
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,112,3.5999999999999996
For fear of fainting with the of all that housework you just did? Quick have a cuppa,68,1.5
Er yep sure. Props?,16,12.5
Really dun bluff me leh... U sleep early too. Nite...,44,15.9
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",84,11.899999999999999
"Haha... Sounds crazy, dunno can tahan anot...",39,17.9
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",128,10.9
Was the farm open?,15,6.7
Okay same with me. Well thanks for the clarification,44,2.3
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,106,2.8000000000000003
Lol your always so convincing.,26,3.8
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,72,4.2
Wife.how she knew the time of murder exactly,37,2.7
On ma way to school. Can you pls send me ashley's number,45,4.3999999999999995
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",83,3.5999999999999996
"Tee hee. Off to lecture, cheery bye bye.",33,9.1
Yup but it's not giving me problems now so mayb i'll jus leave it...,55,9.1
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",117,10.299999999999999
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,128,4.7
"I call you later, don't have network. If urgnt, sms me.",45,11.1
No message..no responce..what happend?,35,14.299999999999999
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",58,10.299999999999999
In fact when do you leave? I think addie goes back to school tues or wed,57,1.7999999999999998
Went fast asleep dear.take care.,28,7.1
Please CALL 08712402779 immediately as there is an urgent message waiting for you,69,0.0
"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",69,5.800000000000001
Joy's father is John. Then John is the NAME of Joy's father. Mandan,55,7.3
"I just got home babe, are you still awake ?",34,5.8999999999999995
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,81,2.5
Dun need to use dial up juz open da browser n surf...,42,7.1
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,57,8.799999999999999
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,70,2.9000000000000004
The basket's gettin full so I might be by tonight,40,2.5
I cant pick the phone right now. Pls send a message,41,2.4
In e msg jus now. U said thanks for gift.,32,6.2
"Princess, is your kitty shaved or natural?",36,5.6000000000000005
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,128,7.000000000000001
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",116,2.6
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",372,11.3
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",306,3.5999999999999996
Did you get any gift? This year i didnt get anything. So bad,48,4.2
Or just do that 6times,18,0.0
"Aight, let me know when you're gonna be around usf",41,4.9
Already one guy loving you:-.,25,12.0
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",58,6.9
"Well, i'm glad you didn't find it totally disagreeable ... Lol",52,11.5
Aiya we discuss later lar... Pick ü up at 4 is it?,39,10.299999999999999
Hi msg me:)i'm in office..,22,22.7
Ok lor wat time ü finish?,20,5.0
Hey i'm bored... So i'm thinking of u... So wat r u doing?,46,19.6
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",115,3.5000000000000004
Hello madam how are you ?,20,5.0
Have you laid your airtel line to rest?,32,3.1
